"mois_no","groupe_no","prov_no","no","ca","code_prov","provenance","code_dep","departement","code_groupe","groupe","code_sgroupe","sous_groupe","mois","mois_numero","annee"
14,94,4,22406,1313,3,"Expo",8,"Lingerie",26,"Linges & couvertures",26,"L. de toilette - lavettes - draps de bain","Février",2,2004
14,43,2,10118,5446.2998,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Février",2,2004
14,16,9,3806,3581.80005,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11.6,"Articles pour animeaux","Février",2,2004
14,30,3,7022,5406.5,2,"Magasin",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Février",2,2004
14,28,8,6662,7643.8999,7,"Studio Photo",1,"Tapis - rideaux",13,"Tapis",13.1,"Tapis de fond","Février",2,2004
14,88,7,21038,3454.3999,6,"Studio Radio TV",7,"Montres",24,"Montres",24.9,"Grosse horlogerie (pendules et réveils)","Février",2,2004
14,42,6,9974,3711.6001,5,"Revetement de sol professionnel",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Février",2,2004
14,45,6,10694,1097.30005,5,"Revetement de sol professionnel",2,"Optique - Photos",15,"Optique - Photos",15.8,"Vidéo","Février",2,2004
14,106,9,25406,7717,8,"Boutique",9,"Meubles",28,"Meubles intérieurs",28.6,"Armoires","Février",2,2004
14,68,5,16190,8883.40039,4,"Commandes téléphoniques",6,"Radio -TV",22,"Maroquinerie - parapluies",22.1,"TV","Février",2,2004
14,5,6,1094,7412.3999,5,"Revetement de sol professionnel",0,"Ménage",10,"Nettoyage",10.4,"Divers","Février",2,2004
14,107,6,25574,6503.5,5,"Revetement de sol professionnel",9,"Meubles",28,"Meubles intérieurs",28.7,"Studio","Février",2,2004
14,73,9,17486,5622.7002,8,"Boutique",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Février",2,2004
14,31,9,7406,2823.80005,8,"Boutique",1,"Tapis - rideaux",13,"Tapis",13.4,"Revetement de sol","Février",2,2004
14,34,4,8006,2860.80005,3,"Expo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Février",2,2004
14,107,2,25478,1529.69995,1,"Zürich",9,"Meubles",28,"Meubles intérieurs",28.7,"Studio","Février",2,2004
14,109,3,25982,8410.7002,2,"Magasin",9,"Meubles",29,"Meubles exterieurs",29,"Meubles de corridor","Février",2,2004
14,83,3,19742,2961.3999,2,"Magasin",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Février",2,2004
14,37,3,8702,8449.2002,2,"Magasin",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.4,"Travail et montage","Février",2,2004
14,26,8,6182,702.099976,7,"Studio Photo",0,"Ménage",12,"Outillage & jouets",12.8,"Divers","Février",2,2004
14,57,3,13502,3540,2,"Magasin",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.3,"Divers","Février",2,2004
14,71,8,16982,1176.09998,7,"Studio Photo",6,"Radio -TV",22,"Maroquinerie - parapluies",22.4,"Ordinateur personnel","Février",2,2004
14,42,5,9950,4523,4,"Commandes téléphoniques",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Février",2,2004
14,39,3,9182,2920.8999,2,"Magasin",2,"Optique - Photos",15,"Optique - Photos",15,"Appareil photo sans relex","Février",2,2004
14,45,3,10622,6135.8999,2,"Magasin",2,"Optique - Photos",15,"Optique - Photos",15.8,"Vidéo","Février",2,2004
14,69,5,16430,4135.2998,4,"Commandes téléphoniques",6,"Radio -TV",22,"Maroquinerie - parapluies",22.2,"Hi-Fi","Février",2,2004
14,1,2,38,9800,1,"Zürich",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Février",2,2004
14,1,4,86,5433.6001,3,"Expo",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Février",2,2004
14,86,10,20630,913.400024,9,"Vente aux employés",7,"Montres",24,"Montres",24.6,"Montres suisses dames","Février",2,2004
14,13,7,3038,8229.7998,6,"Studio Radio TV",0,"Ménage",11,"Cuisine & Accessoires",11.3,"Articles de cuisine et de cadeaux","Février",2,2004
14,60,3,14222,7722.7998,2,"Magasin",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.8,"Pendentifs + Médaillons Zodiac","Février",2,2004
14,66,4,15686,5355.6001,3,"Expo",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.8,"Valises","Février",2,2004
14,56,4,13286,9074.2998,3,"Expo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Février",2,2004
14,29,2,6758,3975.19995,1,"Zürich",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Février",2,2004
14,34,6,8054,7008.7998,5,"Revetement de sol professionnel",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Février",2,2004
14,1,7,158,899,6,"Studio Radio TV",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Février",2,2004
14,93,1,22094,7637.2002,0,"Par correspondance",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Février",2,2004
14,90,10,21590,7458.1001,9,"Vente aux employés",8,"Lingerie",25,"Draps & lits",25.1,"Draps molletons, molletons de lits","Février",2,2004
14,56,1,13214,4578.6001,0,"Par correspondance",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Février",2,2004
14,90,1,21374,8915.7998,0,"Par correspondance",8,"Lingerie",25,"Draps & lits",25.1,"Draps molletons, molletons de lits","Février",2,2004
14,3,6,614,8385.59961,5,"Revetement de sol professionnel",0,"Ménage",10,"Nettoyage",10.2,"Soins corporels","Février",2,2004
14,17,10,4070,4752.3999,9,"Vente aux employés",0,"Ménage",11,"Cuisine & Accessoires",11.7,"Réveils et pendules","Février",2,2004
14,16,10,3830,9450.09961,9,"Vente aux employés",0,"Ménage",11,"Cuisine & Accessoires",11.6,"Articles pour animeaux","Février",2,2004
14,25,7,5918,1859.40002,6,"Studio Radio TV",0,"Ménage",12,"Outillage & jouets",12.5,"Jouets","Février",2,2004
14,59,10,14150,8606.7002,9,"Vente aux employés",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.6,"Bracelets","Février",2,2004
14,72,5,17150,5544.1001,4,"Commandes téléphoniques",6,"Radio -TV",22,"Maroquinerie - parapluies",22.5,"Telecomunications","Février",2,2004
14,38,6,9014,374.799988,5,"Revetement de sol professionnel",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.5,"Rideaux de douche","Février",2,2004
14,4,4,806,5928.3999,3,"Expo",0,"Ménage",10,"Nettoyage",10.3,"Divers","Février",2,2004
14,116,2,27638,9479,1,"Zürich",9,"Meubles",29,"Meubles exterieurs",29.7,"Autres petits meubles","Février",2,2004
14,11,5,2510,189,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.1,"Vaisselle et verrerie","Février",2,2004
14,17,1,3854,8346.5,0,"Par correspondance",0,"Ménage",11,"Cuisine & Accessoires",11.7,"Réveils et pendules","Février",2,2004
14,97,2,23078,3495.3999,1,"Zürich",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Février",2,2004
14,97,5,23150,3843.8999,4,"Commandes téléphoniques",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Février",2,2004
14,38,1,8894,7716.8999,0,"Par correspondance",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.5,"Rideaux de douche","Février",2,2004
14,30,5,7070,7075,4,"Commandes téléphoniques",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Février",2,2004
14,24,1,5534,3011.5,0,"Par correspondance",0,"Ménage",12,"Outillage & jouets",12.4,"Jouets techniques","Février",2,2004
14,95,1,22574,2810.80005,0,"Par correspondance",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Février",2,2004
14,55,1,12974,2478,0,"Par correspondance",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.1,"Alliances chevalière et bagues","Février",2,2004
14,43,5,10190,8494.40039,4,"Commandes téléphoniques",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Février",2,2004
14,50,7,11918,973.400024,6,"Studio Radio TV",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.4,"Pendentifs et médaillons","Février",2,2004
14,54,2,12758,6791.2998,1,"Zürich",3,"Bijouterie - Pendules",18,"Bijouterie HG",18,"Bagues or","Février",2,2004
14,90,8,21542,6707.3999,7,"Studio Photo",8,"Lingerie",25,"Draps & lits",25.1,"Draps molletons, molletons de lits","Février",2,2004
14,20,1,4574,4715.1001,0,"Par correspondance",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Février",2,2004
14,6,4,1286,4452.2998,3,"Expo",0,"Ménage",10,"Nettoyage",10.5,"Machines de cuisines","Février",2,2004
14,118,10,28310,7451.2002,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29.9,"Meubles de jardin","Février",2,2004
14,34,7,8078,2016.09998,6,"Studio Radio TV",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Février",2,2004
14,24,9,5726,7254.7998,8,"Boutique",0,"Ménage",12,"Outillage & jouets",12.4,"Jouets techniques","Février",2,2004
14,66,10,15830,4000.1001,9,"Vente aux employés",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.8,"Valises","Février",2,2004
14,39,8,9302,9872.7002,7,"Studio Photo",2,"Optique - Photos",15,"Optique - Photos",15,"Appareil photo sans relex","Février",2,2004
14,99,5,23630,7892,4,"Commandes téléphoniques",8,"Lingerie",26,"Linges & couvertures",26.9,"Divers","Février",2,2004
14,94,2,22358,4572.8999,1,"Zürich",8,"Lingerie",26,"Linges & couvertures",26,"L. de toilette - lavettes - draps de bain","Février",2,2004
14,57,10,13670,1279.09998,9,"Vente aux employés",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.3,"Divers","Février",2,2004
14,109,10,26150,6446.5,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29,"Meubles de corridor","Février",2,2004
14,78,6,18614,9924,5,"Revetement de sol professionnel",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.2,"Articles camping textil","Février",2,2004
14,118,6,28214,6543.5,5,"Revetement de sol professionnel",9,"Meubles",29,"Meubles exterieurs",29.9,"Meubles de jardin","Février",2,2004
14,64,10,15350,3456,9,"Vente aux employés",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.4,"Sac de voyage sport plage commission","Février",2,2004
14,71,7,16958,6989.2998,6,"Studio Radio TV",6,"Radio -TV",22,"Maroquinerie - parapluies",22.4,"Ordinateur personnel","Février",2,2004
14,98,1,23294,79,0,"Par correspondance",8,"Lingerie",26,"Linges & couvertures",26.8,"Divers","Février",2,2004
14,117,2,27878,7662.1001,1,"Zürich",9,"Meubles",29,"Meubles exterieurs",29.8,"Divers","Février",2,2004
14,103,5,24590,8231.90039,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.3,"Salle a manger","Février",2,2004
14,62,5,14750,4267,4,"Commandes téléphoniques",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20,"Etuis, coffret portemonnaie portefeuille","Février",2,2004
14,91,7,21758,4257.7998,6,"Studio Radio TV",8,"Lingerie",25,"Draps & lits",25.2,"Fourres","Février",2,2004
14,71,10,17030,1011.90002,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.4,"Ordinateur personnel","Février",2,2004
14,63,10,15110,7146.1001,9,"Vente aux employés",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.1,"Serviettes sacs a main cuir artificiel","Février",2,2004
14,32,4,7526,9439.5,3,"Expo",1,"Tapis - rideaux",13,"Tapis",13.9,"Tapis divers","Février",2,2004
14,117,1,27854,6581.1001,0,"Par correspondance",9,"Meubles",29,"Meubles exterieurs",29.8,"Divers","Février",2,2004
14,43,10,10310,5406.1001,9,"Vente aux employés",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Février",2,2004
14,23,6,5414,9105,5,"Revetement de sol professionnel",0,"Ménage",12,"Outillage & jouets",12.3,"Articles pour enfants","Février",2,2004
14,39,2,9158,4504.6001,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15,"Appareil photo sans relex","Février",2,2004
14,35,6,8294,5685.1001,5,"Revetement de sol professionnel",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.2,"Bar et accessoires","Février",2,2004
14,13,4,2966,360.899994,3,"Expo",0,"Ménage",11,"Cuisine & Accessoires",11.3,"Articles de cuisine et de cadeaux","Février",2,2004
14,85,4,20246,637.299988,3,"Expo",7,"Montres",24,"Montres",24.2,"Montres hommes divers","Février",2,2004
14,44,8,10502,4789.7998,7,"Studio Photo",2,"Optique - Photos",15,"Optique - Photos",15.7,"Jumelles et telescope","Février",2,2004
14,98,3,23342,6160.8999,2,"Magasin",8,"Lingerie",26,"Linges & couvertures",26.8,"Divers","Février",2,2004
14,51,3,12062,9988.09961,2,"Magasin",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.7,"Chaînes et colliers","Février",2,2004
14,52,3,12302,8068.3999,2,"Magasin",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Février",2,2004
14,37,10,8870,1194.5,9,"Vente aux employés",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.4,"Travail et montage","Février",2,2004
14,52,5,12350,5072.5,4,"Commandes téléphoniques",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Février",2,2004
14,7,4,1526,5742.7002,3,"Expo",0,"Ménage",10,"Nettoyage",10.6,"Lavage et séchage","Février",2,2004
14,10,9,2366,1570.40002,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11,"Casseroles","Février",2,2004
14,25,10,5990,9292.09961,9,"Vente aux employés",0,"Ménage",12,"Outillage & jouets",12.5,"Jouets","Février",2,2004
14,22,2,5078,8456.59961,1,"Zürich",0,"Ménage",12,"Outillage & jouets",12.2,"Machine de bureau","Février",2,2004
14,96,6,22934,6671.6001,5,"Revetement de sol professionnel",8,"Lingerie",26,"Linges & couvertures",26.4,"Couvertures divans piquées smyrne Gobelins","Février",2,2004
14,65,4,15446,8665.40039,3,"Expo",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Février",2,2004
14,32,2,7478,6575.1001,1,"Zürich",1,"Tapis - rideaux",13,"Tapis",13.9,"Tapis divers","Février",2,2004
14,99,7,23678,7647.6001,6,"Studio Radio TV",8,"Lingerie",26,"Linges & couvertures",26.9,"Divers","Février",2,2004
14,40,5,9470,188,4,"Commandes téléphoniques",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Février",2,2004
14,33,4,7766,2987,3,"Expo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14,"Vitrage au metre","Février",2,2004
14,41,3,9662,901,2,"Magasin",2,"Optique - Photos",15,"Optique - Photos",15.2,"Accessoires","Février",2,2004
14,31,6,7334,3312.69995,5,"Revetement de sol professionnel",1,"Tapis - rideaux",13,"Tapis",13.4,"Revetement de sol","Février",2,2004
14,115,4,27446,9721.7998,3,"Expo",9,"Meubles",29,"Meubles exterieurs",29.6,"Petites armoires","Février",2,2004
14,92,7,21998,8154.7002,6,"Studio Radio TV",8,"Lingerie",25,"Draps & lits",25.3,"Garnitures de lits","Février",2,2004
14,11,3,2462,4259.7002,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11.1,"Vaisselle et verrerie","Février",2,2004
14,67,7,15998,885.200012,6,"Studio Radio TV",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Février",2,2004
14,59,2,13958,5170.2998,1,"Zürich",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.6,"Bracelets","Février",2,2004
14,82,3,19502,7223.1001,2,"Magasin",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.9,"Divers","Février",2,2004
14,44,2,10358,638.099976,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15.7,"Jumelles et telescope","Février",2,2004
14,112,10,26870,3243.1001,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29.3,"Autres meubles de cuisines","Février",2,2004
14,95,10,22790,6906.5,9,"Vente aux employés",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Février",2,2004
14,27,1,6254,2408,0,"Par correspondance",1,"Tapis - rideaux",13,"Tapis",13,"Tapis d'orient","Février",2,2004
14,84,10,20150,6380,9,"Vente aux employés",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Février",2,2004
14,116,10,27830,5535,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29.7,"Autres petits meubles","Février",2,2004
14,100,3,23822,487.399994,2,"Magasin",9,"Meubles",28,"Meubles intérieurs",28,"Meubles rembourrés fauteuilles","Février",2,2004
14,64,9,15326,7612.1001,8,"Boutique",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.4,"Sac de voyage sport plage commission","Février",2,2004
14,104,7,24878,204.800003,6,"Studio Radio TV",9,"Meubles",28,"Meubles intérieurs",28.4,"Chambres à coucher","Février",2,2004
14,52,7,12398,8271.09961,6,"Studio Radio TV",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Février",2,2004
14,87,7,20798,4237.7002,6,"Studio Radio TV",7,"Montres",24,"Montres",24.8,"Divers + réparartions montres + fournitures","Février",2,2004
14,65,2,15398,805.299988,1,"Zürich",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Février",2,2004
14,118,8,28262,2288.80005,7,"Studio Photo",9,"Meubles",29,"Meubles exterieurs",29.9,"Meubles de jardin","Février",2,2004
14,22,8,5222,5390.2998,7,"Studio Photo",0,"Ménage",12,"Outillage & jouets",12.2,"Machine de bureau","Février",2,2004
14,25,6,5894,558.5,5,"Revetement de sol professionnel",0,"Ménage",12,"Outillage & jouets",12.5,"Jouets","Février",2,2004
14,20,4,4646,8289.09961,3,"Expo",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Février",2,2004
14,35,7,8318,2247.80005,6,"Studio Radio TV",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.2,"Bar et accessoires","Février",2,2004
14,56,5,13310,5600.3999,4,"Commandes téléphoniques",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Février",2,2004
14,114,10,27350,4861.5,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29.5,"Rotins","Février",2,2004
14,70,8,16742,5948.8999,7,"Studio Photo",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Février",2,2004
14,41,2,9638,1307.19995,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15.2,"Accessoires","Février",2,2004
14,75,9,17966,4116.7002,8,"Boutique",6,"Radio -TV",22,"Maroquinerie - parapluies",22.9,"Divers","Février",2,2004
14,94,7,22478,4282.8999,6,"Studio Radio TV",8,"Lingerie",26,"Linges & couvertures",26,"L. de toilette - lavettes - draps de bain","Février",2,2004
14,70,1,16574,9713.7002,0,"Par correspondance",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Février",2,2004
14,116,9,27806,5290.3999,8,"Boutique",9,"Meubles",29,"Meubles exterieurs",29.7,"Autres petits meubles","Février",2,2004
14,31,1,7214,9872,0,"Par correspondance",1,"Tapis - rideaux",13,"Tapis",13.4,"Revetement de sol","Février",2,2004
14,108,4,25766,4144,3,"Expo",9,"Meubles",28,"Meubles intérieurs",28.8,"Matelas","Février",2,2004
14,17,4,3926,9444.7002,3,"Expo",0,"Ménage",11,"Cuisine & Accessoires",11.7,"Réveils et pendules","Février",2,2004
14,81,1,19214,5426,0,"Par correspondance",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.7,"Fitness","Février",2,2004
14,104,2,24758,4498,1,"Zürich",9,"Meubles",28,"Meubles intérieurs",28.4,"Chambres à coucher","Février",2,2004
14,108,5,25790,3234.80005,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.8,"Matelas","Février",2,2004
14,40,2,9398,6813.1001,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Février",2,2004
14,14,5,3230,275.799988,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.4,"Stockage, nettoyage, séchage, repassage","Février",2,2004
14,61,4,14486,9933.2002,3,"Expo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Février",2,2004
14,73,2,17318,5403.6001,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Février",2,2004
14,99,3,23582,1245,2,"Magasin",8,"Lingerie",26,"Linges & couvertures",26.9,"Divers","Février",2,2004
14,82,6,19574,5467.7998,5,"Revetement de sol professionnel",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.9,"Divers","Février",2,2004
14,48,5,11390,2327.80005,4,"Commandes téléphoniques",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.1,"Bagues","Février",2,2004
14,89,10,21350,1391.09998,9,"Vente aux employés",8,"Lingerie",25,"Draps & lits",25,"Draps","Février",2,2004
14,86,1,20414,2508.8999,0,"Par correspondance",7,"Montres",24,"Montres",24.6,"Montres suisses dames","Février",2,2004
14,96,8,22982,6339,7,"Studio Photo",8,"Lingerie",26,"Linges & couvertures",26.4,"Couvertures divans piquées smyrne Gobelins","Février",2,2004
14,6,6,1334,2626.1001,5,"Revetement de sol professionnel",0,"Ménage",10,"Nettoyage",10.5,"Machines de cuisines","Février",2,2004
14,82,7,19598,2481.8999,6,"Studio Radio TV",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.9,"Divers","Février",2,2004
14,28,7,6638,1934.59998,6,"Studio Radio TV",1,"Tapis - rideaux",13,"Tapis",13.1,"Tapis de fond","Février",2,2004
14,33,2,7718,6240.2002,1,"Zürich",1,"Tapis - rideaux",14,"Vitrage & Décoration",14,"Vitrage au metre","Février",2,2004
14,47,4,11126,77,3,"Expo",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Février",2,2004
14,26,7,6158,7986.6001,6,"Studio Radio TV",0,"Ménage",12,"Outillage & jouets",12.8,"Divers","Février",2,2004
14,40,6,9494,2203.1001,5,"Revetement de sol professionnel",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Février",2,2004
14,42,1,9854,5725.2998,0,"Par correspondance",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Février",2,2004
14,45,8,10742,2759.8999,7,"Studio Photo",2,"Optique - Photos",15,"Optique - Photos",15.8,"Vidéo","Février",2,2004
14,99,6,23654,4659.1001,5,"Revetement de sol professionnel",8,"Lingerie",26,"Linges & couvertures",26.9,"Divers","Février",2,2004
14,32,9,7646,7060.7002,8,"Boutique",1,"Tapis - rideaux",13,"Tapis",13.9,"Tapis divers","Février",2,2004
14,40,7,9518,390.899994,6,"Studio Radio TV",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Février",2,2004
14,1,10,230,7821.3999,9,"Vente aux employés",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Février",2,2004
14,97,6,23174,195.300003,5,"Revetement de sol professionnel",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Février",2,2004
14,83,2,19718,7627.2998,1,"Zürich",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Février",2,2004
14,105,9,25166,1271.80005,8,"Boutique",9,"Meubles",28,"Meubles intérieurs",28.5,"Lits","Février",2,2004
14,30,6,7094,6113.3999,5,"Revetement de sol professionnel",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Février",2,2004
14,67,3,15902,9209.09961,2,"Magasin",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Février",2,2004
14,67,9,16046,1503.19995,8,"Boutique",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Février",2,2004
14,90,9,21566,7031.1001,8,"Boutique",8,"Lingerie",25,"Draps & lits",25.1,"Draps molletons, molletons de lits","Février",2,2004
14,105,1,24974,522.200012,0,"Par correspondance",9,"Meubles",28,"Meubles intérieurs",28.5,"Lits","Février",2,2004
14,18,6,4214,3251.6001,5,"Revetement de sol professionnel",0,"Ménage",11,"Cuisine & Accessoires",11.8,"Divers","Février",2,2004
14,79,6,18854,3597.8999,5,"Revetement de sol professionnel",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Février",2,2004
14,78,3,18542,4134.1001,2,"Magasin",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.2,"Articles camping textil","Février",2,2004
14,31,3,7262,4208.8999,2,"Magasin",1,"Tapis - rideaux",13,"Tapis",13.4,"Revetement de sol","Février",2,2004
14,13,2,2918,8372.2998,1,"Zürich",0,"Ménage",11,"Cuisine & Accessoires",11.3,"Articles de cuisine et de cadeaux","Février",2,2004
14,36,9,8606,4263.3999,8,"Boutique",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Février",2,2004
14,59,5,14030,4443.8999,4,"Commandes téléphoniques",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.6,"Bracelets","Février",2,2004
14,68,7,16238,2326.1001,6,"Studio Radio TV",6,"Radio -TV",22,"Maroquinerie - parapluies",22.1,"TV","Février",2,2004
14,20,5,4670,1044.5,4,"Commandes téléphoniques",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Février",2,2004
14,88,8,21062,3586.3999,7,"Studio Photo",7,"Montres",24,"Montres",24.9,"Grosse horlogerie (pendules et réveils)","Février",2,2004
14,87,9,20846,7973.3999,8,"Boutique",7,"Montres",24,"Montres",24.8,"Divers + réparartions montres + fournitures","Février",2,2004
14,78,5,18590,4660,4,"Commandes téléphoniques",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.2,"Articles camping textil","Février",2,2004
14,34,8,8102,1862.90002,7,"Studio Photo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Février",2,2004
14,80,5,19070,2215.19995,4,"Commandes téléphoniques",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.5,"Vélos","Février",2,2004
14,58,6,13814,6765.6001,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.5,"Chainettes et colliers","Février",2,2004
14,23,3,5342,1629.59998,2,"Magasin",0,"Ménage",12,"Outillage & jouets",12.3,"Articles pour enfants","Février",2,2004
14,30,4,7046,7729.6001,3,"Expo",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Février",2,2004
14,77,2,18278,7971.2998,1,"Zürich",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.1,"Meubles de camping","Février",2,2004
14,93,7,22238,6405.2998,6,"Studio Radio TV",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Février",2,2004
14,36,7,8558,8747.2998,6,"Studio Radio TV",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Février",2,2004
14,88,2,20918,5779.8999,1,"Zürich",7,"Montres",24,"Montres",24.9,"Grosse horlogerie (pendules et réveils)","Février",2,2004
14,30,10,7190,7460.5,9,"Vente aux employés",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Février",2,2004
14,36,5,8510,5792.8999,4,"Commandes téléphoniques",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Février",2,2004
